InvoiceDate,Description,UnitPrice
2025-11-02 23:30:06,Parker Jotter Ballpoint Pen,69388.31
2025-09-22 23:30:06,Under Armour Sports Backpack,68233.56
2026-02-07 23:30:06,Moleskine Classic Notebook,38481.65
2025-08-15 23:30:06,Jump Rope Speed,34838.58
2025-10-18 23:30:06,Philips Air Fryer XXL,44612.95
2026-01-24 23:30:06,Gym Gloves Training,20330.98
2025-12-05 23:30:06,Ninja Professional Blender,13219.93
2025-10-18 23:30:06,Leuchtturm1917 Bullet Journal,52777.16
2025-11-05 23:30:06,KitchenAid Stand Mixer,48324.58
2025-09-05 23:30:06,Bose QuietComfort Earbuds II,34152.04
2025-09-05 23:30:06,Wacom Drawing Tablet,38932.49
2025-11-20 23:30:06,Adidas Ultraboost 22 Sneakers,74438.83
2025-10-17 23:30:06,Leuchtturm1917 Bullet Journal,56252.25
2026-02-07 23:30:06,Gym Gloves Training,21334.26
2025-10-31 23:30:06,Yoga Mat Premium Non-Slip,35756.05
2025-11-13 23:30:06,Sapiens: A Brief History,64170.06
2025-11-09 23:30:06,Yoga Mat Premium Non-Slip,35817.37
2026-02-09 23:30:06,MacBook Air M2 13 inch,44786.99
2025-12-01 23:30:06,Roomba i7+ Robot Vacuum,58393.49
2025-11-29 23:30:06,HP DeskJet Printer,27406.08
2025-08-25 23:30:06,Gym Gloves Training,18398.39
2025-10-20 23:30:06,Instant Pot Duo Plus 9-in-1,38054.46
2026-02-04 23:30:06,Gym Gloves Training,21192.39
2025-12-19 23:30:06,Apple Watch Series 9,7455.61
2026-01-31 23:30:06,Timex Weekender Watch,32247.67
2025-10-25 23:30:06,Dumbbells Set 20kg,31408.07
2026-01-10 23:30:06,Dell XPS 15 Laptop,42837.05
2025-10-13 23:30:06,Boxing Gloves Professional,3523.43
2026-02-01 23:30:06,Moleskine Classic Notebook,37785.29
2026-01-20 23:30:06,Philips Air Fryer XXL,51811.68
2025-08-22 23:30:06,Sapiens: A Brief History,65025.22
2026-01-14 23:30:06,Apple iPhone 15 Pro Max 256GB,79786.9
2026-02-09 23:30:06,Instant Pot Duo Plus 9-in-1,33486.52
2025-09-07 23:30:06,Atomic Habits Hardcover Book,78894.37
2025-11-27 23:30:06,Fitbit Charge 5 Tracker,73824.14
2026-01-31 23:30:06,LG Washing Machine Front Load,41636.25
2026-02-09 23:30:06,Levi's 501 Original Jeans,16867.16
2026-01-24 23:30:06,Dumbbells Set 20kg,27636.73
2025-11-24 23:30:06,Resistance Bands Set,2298.04
2025-09-04 23:30:06,Kindle Paperwhite E-reader,28040.21
2025-08-17 23:30:06,Keurig K-Elite Coffee Maker,40646.05
2025-11-06 23:30:06,Running Water Bottle,35179.63
2025-09-24 23:30:06,Sapiens: A Brief History,70447.92
2025-09-11 23:30:06,Timex Weekender Watch,37659.63
2025-11-19 23:30:06,Ninja Professional Blender,13980.2
2026-02-04 23:30:06,Samsung Smart Refrigerator,60066.89
2025-08-15 23:30:06,Running Water Bottle,33404.0
2025-10-31 23:30:06,Nike Air Max 270 Running Shoes,1714.16
2025-11-26 23:30:06,iPad Pro 12.9 inch M2 Chip,66007.03
2026-01-02 23:30:06,Staedtler Pencil Set,26506.55
2025-09-20 23:30:06,Atomic Habits Hardcover Book,80479.01
2025-10-14 23:30:06,Timex Weekender Watch,36757.04
2026-01-08 23:30:06,Foam Roller Massage,43371.63
2025-11-24 23:30:06,Atomic Habits Hardcover Book,79203.25
2025-08-21 23:30:06,Yoga Mat Premium Non-Slip,34019.69
2025-09-16 23:30:06,Foam Roller Massage,43710.91
2025-11-29 23:30:06,Foam Roller Massage,44341.33
2025-08-23 23:30:06,Apple Watch Series 9,8091.22
2025-10-18 23:30:06,Leuchtturm1917 Bullet Journal,52777.16
2026-01-07 23:30:06,Ninja Professional Blender,12406.26
2026-02-07 23:30:06,Adidas Ultraboost 22 Sneakers,76523.23
2025-10-18 23:30:06,Dell XPS 15 Laptop,54195.33
2025-12-18 23:30:06,Dumbbells Set 20kg,28527.72
2025-09-04 23:30:06,Moleskine Classic Notebook,34137.45
2025-09-01 23:30:06,The Psychology of Money,49887.44
2025-12-04 23:30:06,Sapiens: A Brief History,58831.97
2025-10-11 23:30:06,Dell XPS 15 Laptop,56219.7
2025-10-05 23:30:06,Samsung Smart Refrigerator,73237.71
2026-01-22 23:30:06,Adidas Ultraboost 22 Sneakers,77244.16
2026-01-26 23:30:06,Sony WH-1000XM5 Wireless Headphones,18110.63
2025-10-19 23:30:06,Nike Air Max 270 Running Shoes,1858.46
2025-10-22 23:30:06,Philips Air Fryer XXL,44849.65
2025-09-19 23:30:06,Parker Jotter Ballpoint Pen,74812.6
2025-10-20 23:30:06,KitchenAid Stand Mixer,51018.41
2025-12-29 23:30:06,Canon EOS R6 Camera,70200.75
2025-11-03 23:30:06,Apple Watch Series 9,7579.3
2025-10-12 23:30:06,Under Armour Sports Backpack,69985.36
2025-09-23 23:30:06,Resistance Bands Set,2448.14
2025-12-18 23:30:06,Philips Air Fryer XXL,47827.97
2025-10-23 23:30:06,Ninja Professional Blender,13962.05
2025-10-15 23:30:06,Dell XPS 15 Laptop,56403.48
2025-09-03 23:30:06,Apple iPhone 15 Pro Max 256GB,67937.54
2025-11-25 23:30:06,Cuisinart Food Processor,11564.91
2025-10-10 23:30:06,Boxing Gloves Professional,3573.85
2025-08-14 23:30:06,Kindle Paperwhite E-reader,27344.29
2025-08-22 23:30:06,Foam Roller Massage,43861.49
2026-01-26 23:30:06,Moleskine Classic Notebook,39151.02
2026-01-09 23:30:06,Samsung Galaxy S24 Ultra 5G,60975.83
2025-09-12 23:30:06,Adidas Ultraboost 22 Sneakers,65546.09
2025-11-04 23:30:06,Puma Running T-Shirt,81489.01
2025-09-01 23:30:06,Roomba i7+ Robot Vacuum,54941.96
2025-12-23 23:30:06,Samsung Smart Refrigerator,59667.33
2025-08-27 23:30:06,Cuisinart Food Processor,12800.05
2025-11-23 23:30:06,Samsung Smart Refrigerator,63831.85
2026-01-14 23:30:06,Foam Roller Massage,44949.41
2025-08-25 23:30:06,Nike Air Max 270 Running Shoes,1853.59
2025-10-21 23:30:06,Cuisinart Food Processor,13228.41
2025-11-19 23:30:06,Dell XPS 15 Laptop,48471.42
2025-11-22 23:30:06,Kindle Paperwhite E-reader,28657.54
2025-09-02 23:30:06,Roomba i7+ Robot Vacuum,51349.95
2025-09-10 23:30:06,The North Face Jacket,18879.38
2026-01-31 23:30:06,Cuisinart Food Processor,11544.24
2026-01-25 23:30:06,Yoga Mat Premium Non-Slip,39263.75
2025-08-15 23:30:06,KitchenAid Stand Mixer,46065.5
2026-01-29 23:30:06,Fossil Gen 6 Smartwatch,24693.49
2025-11-04 23:30:06,Samsung Galaxy S24 Ultra 5G,62871.71
2025-08-19 23:30:06,The Psychology of Money,50624.35
2025-08-14 23:30:06,Roomba i7+ Robot Vacuum,54350.92
2025-09-10 23:30:06,Atomic Habits Hardcover Book,76674.57
2025-12-28 23:30:06,Instant Pot Duo Plus 9-in-1,33218.39
2025-10-29 23:30:06,Dyson V15 Detect Vacuum,56077.17
2025-08-23 23:30:06,Moleskine Classic Notebook,33917.71
2025-10-13 23:30:06,The North Face Jacket,18483.9
2026-01-23 23:30:06,Under Armour Sports Backpack,58568.4
2025-11-11 23:30:06,Philips Air Fryer XXL,46308.9
2026-01-07 23:30:06,Ninja Professional Blender,12406.26
2025-10-09 23:30:06,Herschel Supply Co Backpack,12360.42
2025-11-17 23:30:06,Canon EOS R6 Camera,67683.09
2025-08-25 23:30:06,Kindle Paperwhite E-reader,26924.49
2025-12-13 23:30:06,Fitbit Charge 5 Tracker,69984.28
2025-12-06 23:30:06,Running Water Bottle,29320.8
2026-01-08 23:30:06,Dyson V15 Detect Vacuum,46483.45
2025-12-01 23:30:06,Yoga Mat Premium Non-Slip,38880.99
2025-12-20 23:30:06,Yoga Mat Premium Non-Slip,37441.31
2025-09-06 23:30:06,Foam Roller Massage,43246.07
2025-10-19 23:30:06,Jump Rope Speed,38090.03
2025-09-06 23:30:06,Levi's 501 Original Jeans,14825.91
2025-08-24 23:30:06,Timex Weekender Watch,35098.76
2025-12-14 23:30:06,Logitech MX Master 3S Mouse,19655.25
2025-12-26 23:30:06,Wacom Drawing Tablet,36614.2
2025-12-12 23:30:06,Sapiens: A Brief History,62306.32
2025-12-11 23:30:06,MacBook Air M2 13 inch,47471.71
2026-01-28 23:30:06,Running Water Bottle,29820.62
2025-11-02 23:30:06,Herschel Supply Co Backpack,13027.19
2025-10-10 23:30:06,Fossil Gen 6 Smartwatch,23819.53
2025-08-25 23:30:06,Nike Air Max 270 Running Shoes,1853.59
2026-01-18 23:30:06,Logitech MX Master 3S Mouse,20455.09
2026-02-09 23:30:06,Staedtler Pencil Set,29586.74
2025-12-30 23:30:06,MacBook Air M2 13 inch,50802.49
2025-09-03 23:30:06,Under Armour Sports Backpack,70121.11
2026-01-05 23:30:06,Apple Watch Series 9,7544.67
2025-09-12 23:30:06,Ray-Ban Aviator Sunglasses,63920.06
2025-10-03 23:30:06,iPad Pro 12.9 inch M2 Chip,74781.72
2025-11-26 23:30:06,Moleskine Classic Notebook,36759.67
2025-08-20 23:30:06,Herschel Supply Co Backpack,12301.81
2025-11-17 23:30:06,Dell XPS 15 Laptop,47610.67
2025-08-15 23:30:06,Jump Rope Speed,34838.58
2025-09-28 23:30:06,Dyson V15 Detect Vacuum,60078.27
2025-09-18 23:30:06,Yoga Mat Premium Non-Slip,34921.52
2025-12-24 23:30:06,Puma Running T-Shirt,83091.76
2025-10-18 23:30:06,Parker Jotter Ballpoint Pen,71872.93
2025-10-26 23:30:06,Staedtler Pencil Set,30084.12
2025-09-25 23:30:06,Dell XPS 15 Laptop,55190.75
2025-11-21 23:30:06,Samsung Galaxy S24 Ultra 5G,60862.01
2025-11-28 23:30:06,Puma Running T-Shirt,79941.57
2026-02-07 23:30:06,Levi's 501 Original Jeans,16601.36
2025-10-18 23:30:06,Nike Air Max 270 Running Shoes,1714.33
2025-11-25 23:30:06,Jump Rope Speed,39365.65
2026-01-02 23:30:06,Staedtler Pencil Set,26506.55
2025-10-04 23:30:06,Staedtler Pencil Set,31513.4
2025-08-25 23:30:06,KitchenAid Stand Mixer,50942.85
2026-01-06 23:30:06,Running Water Bottle,28711.01
2026-01-11 23:30:06,Fitbit Charge 5 Tracker,77022.93
2025-09-28 23:30:06,Foam Roller Massage,43193.22
2025-11-24 23:30:06,LG Washing Machine Front Load,43577.88
2025-08-25 23:30:06,Herschel Supply Co Backpack,12322.42
2025-11-28 23:30:06,LG Washing Machine Front Load,45091.29
2025-10-13 23:30:06,HP DeskJet Printer,27728.43
2026-02-01 23:30:06,Sapiens: A Brief History,58833.06
2025-10-10 23:30:06,Fossil Gen 6 Smartwatch,23819.53
2025-12-14 23:30:06,Staedtler Pencil Set,26753.13
2025-11-28 23:30:06,KitchenAid Stand Mixer,43713.16
2025-12-17 23:30:06,HP DeskJet Printer,28474.65
2025-12-14 23:30:06,Dyson V15 Detect Vacuum,50350.77
2025-11-06 23:30:06,The Psychology of Money,48549.32
2025-11-30 23:30:06,Timex Weekender Watch,33518.56
2025-08-18 23:30:06,Moleskine Classic Notebook,31144.12
2025-09-10 23:30:06,HP DeskJet Printer,26297.36
2025-08-24 23:30:06,Protein Powder Whey 2kg,75659.02
2025-12-26 23:30:06,Dell XPS 15 Laptop,45533.46
2025-10-07 23:30:06,Fossil Gen 6 Smartwatch,21868.16
2025-10-17 23:30:06,Resistance Bands Set,2370.15
2025-10-21 23:30:06,Logitech MX Master 3S Mouse,22646.96
2026-02-03 23:30:06,Nike Air Max 270 Running Shoes,1636.68
2025-08-14 23:30:06,Resistance Bands Set,2335.64
2025-09-27 23:30:06,Timex Weekender Watch,37380.58
2025-10-30 23:30:06,Philips Air Fryer XXL,49266.49
2025-09-29 23:30:06,Puma Running T-Shirt,75878.91
2025-12-13 23:30:06,Canon EOS R6 Camera,71387.63
2025-10-11 23:30:06,Canon EOS R6 Camera,68561.18
2025-10-18 23:30:06,Apple Watch Series 9,7922.37
2025-11-21 23:30:06,Timex Weekender Watch,34056.12
2025-10-23 23:30:06,Foam Roller Massage,43457.81
2025-08-27 23:30:06,Ray-Ban Aviator Sunglasses,59713.76
2025-12-11 23:30:06,The North Face Jacket,17180.33
2025-11-19 23:30:06,Under Armour Sports Backpack,67545.47
2025-11-29 23:30:06,MacBook Air M2 13 inch,49845.69
2025-09-06 23:30:06,Apple iPhone 15 Pro Max 256GB,68547.68
2025-12-03 23:30:06,Instant Pot Duo Plus 9-in-1,35625.13
2026-01-26 23:30:06,MacBook Air M2 13 inch,44999.56
2026-02-02 23:30:06,iPad Pro 12.9 inch M2 Chip,62500.64
2025-11-10 23:30:06,Apple Watch Series 9,7461.25
2025-10-20 23:30:06,Running Water Bottle,34182.76
2025-08-15 23:30:06,Logitech MX Master 3S Mouse,22149.59
2026-01-26 23:30:06,LG Washing Machine Front Load,41036.15
2025-09-09 23:30:06,HP DeskJet Printer,26555.83
2025-08-31 23:30:06,Under Armour Sports Backpack,69225.12
2025-11-28 23:30:06,Protein Powder Whey 2kg,65686.73
2025-11-19 23:30:06,Herschel Supply Co Backpack,13602.94
2025-10-25 23:30:06,Foam Roller Massage,43335.76
2025-11-11 23:30:06,Puma Running T-Shirt,81198.76
2025-10-10 23:30:06,Keurig K-Elite Coffee Maker,39904.49
2025-12-14 23:30:06,Jump Rope Speed,40537.47
2025-10-16 23:30:06,Philips Air Fryer XXL,44486.08
2025-11-16 23:30:06,Adidas Ultraboost 22 Sneakers,74906.71
2025-09-10 23:30:06,Bose QuietComfort Earbuds II,34992.76
2025-10-01 23:30:06,The North Face Jacket,18545.25
2026-02-07 23:30:06,Boxing Gloves Professional,3430.09
2025-11-21 23:30:06,Foam Roller Massage,42519.94
2025-08-23 23:30:06,Kindle Paperwhite E-reader,26429.51
2025-10-31 23:30:06,Sony WH-1000XM5 Wireless Headphones,16384.44
2025-11-27 23:30:06,Kindle Paperwhite E-reader,27017.69
2025-08-27 23:30:06,Atomic Habits Hardcover Book,77306.28
2025-10-23 23:30:06,Protein Powder Whey 2kg,71732.58
2025-08-27 23:30:06,Bose QuietComfort Earbuds II,31776.45
2025-12-30 23:30:06,Dumbbells Set 20kg,28239.48
2025-12-28 23:30:06,Samsung Galaxy S24 Ultra 5G,61559.86
2025-08-26 23:30:06,Dyson V15 Detect Vacuum,57860.55
2025-08-17 23:30:06,Jump Rope Speed,36304.2
2025-09-02 23:30:06,Fossil Gen 6 Smartwatch,22322.55
2025-12-07 23:30:06,The North Face Jacket,17279.12
2025-09-22 23:30:06,Jump Rope Speed,36632.77
2025-11-01 23:30:06,Kindle Paperwhite E-reader,28779.95
2025-08-26 23:30:06,Foam Roller Massage,42926.79
2025-12-29 23:30:06,Atomic Habits Hardcover Book,78357.7
2025-10-04 23:30:06,Canon EOS R6 Camera,71074.29
2025-09-04 23:30:06,Kindle Paperwhite E-reader,28040.21
2025-12-16 23:30:06,iPad Pro 12.9 inch M2 Chip,57519.13
2025-09-12 23:30:06,Moleskine Classic Notebook,33768.85
2025-10-31 23:30:06,Herschel Supply Co Backpack,13223.1
2025-08-22 23:30:06,Adidas Ultraboost 22 Sneakers,65246.77
2025-11-21 23:30:06,Logitech MX Master 3S Mouse,20482.94
2025-10-31 23:30:06,The North Face Jacket,18434.07
2026-02-05 23:30:06,Wacom Drawing Tablet,36826.05
2025-08-18 23:30:06,Sapiens: A Brief History,68389.6
2026-02-06 23:30:06,The Psychology of Money,50346.89
2025-12-23 23:30:06,Foam Roller Massage,43594.92
2026-01-21 23:30:06,Ninja Professional Blender,12464.81
2025-11-15 23:30:06,MacBook Air M2 13 inch,53301.51
2026-01-10 23:30:06,The Psychology of Money,49537.59
2025-08-31 23:30:06,Instant Pot Duo Plus 9-in-1,39243.86
2025-10-15 23:30:06,iPad Pro 12.9 inch M2 Chip,69864.85
2025-11-27 23:30:06,Apple iPhone 15 Pro Max 256GB,76967.67
2025-10-24 23:30:06,Logitech MX Master 3S Mouse,22307.42
2025-11-15 23:30:06,Fossil Gen 6 Smartwatch,22714.87
2025-11-21 23:30:06,iPad Pro 12.9 inch M2 Chip,62586.4
2025-12-31 23:30:06,Apple Watch Series 9,7375.0
2026-02-06 23:30:06,Sony WH-1000XM5 Wireless Headphones,17838.07
2025-11-24 23:30:06,Fitbit Charge 5 Tracker,72698.11
2025-12-14 23:30:06,Dyson V15 Detect Vacuum,50350.77
2025-09-28 23:30:06,Protein Powder Whey 2kg,74772.53
2025-10-09 23:30:06,Instant Pot Duo Plus 9-in-1,38442.06
2025-08-16 23:30:06,MacBook Air M2 13 inch,57338.23
2025-11-09 23:30:06,Yoga Mat Premium Non-Slip,35817.37
2025-09-30 23:30:06,Keurig K-Elite Coffee Maker,42157.93
2025-12-01 23:30:06,Kindle Paperwhite E-reader,26805.19
2025-12-18 23:30:06,Apple Watch Series 9,7437.12
2025-12-07 23:30:06,Logitech MX Master 3S Mouse,19639.65
2025-11-08 23:30:06,Samsung Smart Refrigerator,68961.03
2025-10-22 23:30:06,Apple Watch Series 9,8108.04
2025-11-13 23:30:06,Dyson V15 Detect Vacuum,57202.75
2026-02-01 23:30:06,Staedtler Pencil Set,28157.02
2025-12-20 23:30:06,Dumbbells Set 20kg,28034.74
2025-10-31 23:30:06,The North Face Jacket,18434.07
2025-10-01 23:30:06,Sapiens: A Brief History,71061.65
2025-12-11 23:30:06,Boxing Gloves Professional,3634.31
2025-09-01 23:30:06,Dumbbells Set 20kg,34034.65
2025-11-21 23:30:06,Wacom Drawing Tablet,38256.63
2025-12-31 23:30:06,Sapiens: A Brief History,59811.77
2025-10-17 23:30:06,Dumbbells Set 20kg,30377.06
2025-12-16 23:30:06,Sony WH-1000XM5 Wireless Headphones,16957.54
2025-11-13 23:30:06,Samsung Smart Refrigerator,68317.13
2025-12-10 23:30:06,Nike Air Max 270 Running Shoes,1610.38
2025-09-16 23:30:06,Timex Weekender Watch,38666.46
2025-10-01 23:30:06,Cuisinart Food Processor,12963.5
2026-02-04 23:30:06,Cuisinart Food Processor,11668.87
2026-01-14 23:30:06,Fitbit Charge 5 Tracker,78652.83
2025-11-21 23:30:06,Adidas Ultraboost 22 Sneakers,71454.42
2025-08-21 23:30:06,Apple iPhone 15 Pro Max 256GB,67540.58
2026-01-22 23:30:06,Sony WH-1000XM5 Wireless Headphones,18162.0
2025-09-26 23:30:06,Samsung Galaxy S24 Ultra 5G,68141.3
2025-12-10 23:30:06,Sony WH-1000XM5 Wireless Headphones,17097.18
2025-09-07 23:30:06,Adidas Ultraboost 22 Sneakers,69645.58
2026-01-23 23:30:06,The Psychology of Money,47278.04
2025-12-26 23:30:06,Gym Gloves Training,21206.34
2025-12-09 23:30:06,Wacom Drawing Tablet,36876.95
2025-09-17 23:30:06,The North Face Jacket,19607.96
2025-10-22 23:30:06,Sony WH-1000XM5 Wireless Headphones,17075.13
2026-01-16 23:30:06,Ninja Professional Blender,12146.58
2025-08-20 23:30:06,Resistance Bands Set,2314.97
2025-11-08 23:30:06,Jump Rope Speed,38664.57
2026-01-18 23:30:06,KitchenAid Stand Mixer,41893.54
2025-12-24 23:30:06,Philips Air Fryer XXL,50905.28
2025-12-25 23:30:06,Adidas Ultraboost 22 Sneakers,74835.15
2026-02-09 23:30:06,Kindle Paperwhite E-reader,27386.42
2025-09-20 23:30:06,MacBook Air M2 13 inch,55372.24
2025-08-27 23:30:06,Herschel Supply Co Backpack,12174.98
2025-10-25 23:30:06,Foam Roller Massage,43335.76
2025-08-29 23:30:06,Dumbbells Set 20kg,34333.42
2026-02-05 23:30:06,Protein Powder Whey 2kg,61581.81
2025-08-27 23:30:06,The Psychology of Money,50165.06
2026-02-06 23:30:06,Puma Running T-Shirt,86236.75
2025-11-16 23:30:06,HP DeskJet Printer,26840.01
2025-11-08 23:30:06,Keurig K-Elite Coffee Maker,41822.58
2025-10-16 23:30:06,Canon EOS R6 Camera,72443.3
2026-01-21 23:30:06,Levi's 501 Original Jeans,17302.37
2026-01-04 23:30:06,Kindle Paperwhite E-reader,29175.31
2025-10-06 23:30:06,Foam Roller Massage,43707.82
2025-11-14 23:30:06,Running Water Bottle,32148.86
2025-12-09 23:30:06,Puma Running T-Shirt,81325.96
2025-11-29 23:30:06,Leuchtturm1917 Bullet Journal,56944.95
2025-10-28 23:30:06,Protein Powder Whey 2kg,70090.41
2025-11-10 23:30:06,Dyson V15 Detect Vacuum,54602.81
2026-01-19 23:30:06,Sapiens: A Brief History,58528.48
2025-09-01 23:30:06,Leuchtturm1917 Bullet Journal,53484.33
2025-08-17 23:30:06,Herschel Supply Co Backpack,11654.66
2026-02-01 23:30:06,Sapiens: A Brief History,58833.06
2026-02-08 23:30:06,Foam Roller Massage,44543.85
2025-10-14 23:30:06,Parker Jotter Ballpoint Pen,71621.66
2025-11-23 23:30:06,Dumbbells Set 20kg,29938.08
2026-01-14 23:30:06,Dyson V15 Detect Vacuum,48673.67
2025-10-16 23:30:06,Ninja Professional Blender,14663.9
2025-12-18 23:30:06,Foam Roller Massage,44234.09
2025-11-15 23:30:06,Foam Roller Massage,45033.57
2025-09-06 23:30:06,Protein Powder Whey 2kg,72536.16
2026-02-04 23:30:06,Sapiens: A Brief History,60033.52
2025-09-22 23:30:06,Fitbit Charge 5 Tracker,66971.42
2025-09-21 23:30:06,Instant Pot Duo Plus 9-in-1,38300.96
2026-02-03 23:30:06,Resistance Bands Set,2473.17
2025-12-14 23:30:06,The North Face Jacket,17262.43
2025-12-09 23:30:06,Herschel Supply Co Backpack,13204.37
2025-10-23 23:30:06,MacBook Air M2 13 inch,54257.89
2025-09-09 23:30:06,Keurig K-Elite Coffee Maker,42332.78
2025-08-22 23:30:06,Gym Gloves Training,18495.38
2026-01-08 23:30:06,Philips Air Fryer XXL,51104.65
2025-11-16 23:30:06,Foam Roller Massage,43166.5
2025-10-08 23:30:06,LG Washing Machine Front Load,48023.63
2025-10-08 23:30:06,Samsung Galaxy S24 Ultra 5G,62100.21
2026-01-29 23:30:06,Philips Air Fryer XXL,52857.03
2025-10-12 23:30:06,Ray-Ban Aviator Sunglasses,61977.76
2026-02-06 23:30:06,Ninja Professional Blender,12606.31
2025-10-14 23:30:06,Levi's 501 Original Jeans,16377.26
2025-10-19 23:30:06,Sapiens: A Brief History,69798.47
2026-01-25 23:30:06,Herschel Supply Co Backpack,14400.01
2026-01-11 23:30:06,Logitech MX Master 3S Mouse,20342.11
2025-08-30 23:30:06,Apple iPhone 15 Pro Max 256GB,72483.94
2026-01-23 23:30:06,Protein Powder Whey 2kg,65272.81
2025-10-14 23:30:06,MacBook Air M2 13 inch,53492.8
2025-12-06 23:30:06,Protein Powder Whey 2kg,67320.68
2026-01-10 23:30:06,iPad Pro 12.9 inch M2 Chip,60101.31
2025-09-24 23:30:06,Fossil Gen 6 Smartwatch,22133.71
2025-12-17 23:30:06,Jump Rope Speed,42025.93
2025-08-21 23:30:06,Wacom Drawing Tablet,38772.01
2025-09-02 23:30:06,LG Washing Machine Front Load,46821.57
2025-08-28 23:30:06,Parker Jotter Ballpoint Pen,74885.1
2025-09-28 23:30:06,Logitech MX Master 3S Mouse,23880.73
2025-12-03 23:30:06,iPad Pro 12.9 inch M2 Chip,62462.94
2025-11-18 23:30:06,The North Face Jacket,17969.79
2025-08-19 23:30:06,Levi's 501 Original Jeans,15232.51
2026-01-07 23:30:06,Leuchtturm1917 Bullet Journal,55890.05
2025-09-10 23:30:06,Moleskine Classic Notebook,32735.76
2025-09-26 23:30:06,Leuchtturm1917 Bullet Journal,53627.52
2026-01-30 23:30:06,Philips Air Fryer XXL,50492.36
2026-01-03 23:30:06,Foam Roller Massage,43131.07
2026-01-11 23:30:06,Foam Roller Massage,46454.95
2026-01-21 23:30:06,Atomic Habits Hardcover Book,75911.08
2026-02-08 23:30:06,The Psychology of Money,50117.36
2025-12-22 23:30:06,Boxing Gloves Professional,3614.8
2025-08-15 23:30:06,Apple iPhone 15 Pro Max 256GB,69995.76
2025-11-01 23:30:06,Timex Weekender Watch,37378.46
2026-01-20 23:30:06,Leuchtturm1917 Bullet Journal,53710.96
2025-12-15 23:30:06,Leuchtturm1917 Bullet Journal,54331.57
2025-12-20 23:30:06,Sony WH-1000XM5 Wireless Headphones,17500.67
2025-11-23 23:30:06,Running Water Bottle,33574.08
2025-11-05 23:30:06,Ninja Professional Blender,14124.05
2025-10-02 23:30:06,Running Water Bottle,37024.94
2025-10-04 23:30:06,Sony WH-1000XM5 Wireless Headphones,16714.36
2025-09-18 23:30:06,Leuchtturm1917 Bullet Journal,54760.22
2025-10-03 23:30:06,Dell XPS 15 Laptop,56815.3
2025-12-15 23:30:06,Running Water Bottle,31577.97
2026-02-03 23:30:06,Herschel Supply Co Backpack,13269.22
2025-11-30 23:30:06,Atomic Habits Hardcover Book,76114.4
2025-11-30 23:30:06,KitchenAid Stand Mixer,43635.6
2025-12-15 23:30:06,Levi's 501 Original Jeans,16624.1
2025-12-29 23:30:06,Apple Watch Series 9,7275.09
2026-01-12 23:30:06,Sapiens: A Brief History,56514.91
2025-10-28 23:30:06,Foam Roller Massage,46454.34
2025-12-09 23:30:06,Adidas Ultraboost 22 Sneakers,70571.99
2025-12-07 23:30:06,Keurig K-Elite Coffee Maker,39637.45
2025-08-17 23:30:06,Nike Air Max 270 Running Shoes,1872.93
2026-01-09 23:30:06,Boxing Gloves Professional,3685.95
2025-10-18 23:30:06,Canon EOS R6 Camera,70380.56
2026-01-31 23:30:06,Staedtler Pencil Set,26913.26
2025-08-23 23:30:06,Ninja Professional Blender,14393.05
2026-01-05 23:30:06,Instant Pot Duo Plus 9-in-1,35646.19
2026-01-31 23:30:06,Canon EOS R6 Camera,70392.98
2025-09-05 23:30:06,Nike Air Max 270 Running Shoes,1959.48
2025-10-09 23:30:06,Resistance Bands Set,2299.46
2025-12-16 23:30:06,Protein Powder Whey 2kg,65220.79
2025-09-03 23:30:06,Bose QuietComfort Earbuds II,32795.36
2025-12-11 23:30:06,Under Armour Sports Backpack,63776.31
2025-08-29 23:30:06,Fitbit Charge 5 Tracker,64080.12
2026-01-28 23:30:06,Logitech MX Master 3S Mouse,20110.86
2025-11-01 23:30:06,Cuisinart Food Processor,12633.04
2025-12-08 23:30:06,Timex Weekender Watch,31794.14
2025-12-14 23:30:06,The North Face Jacket,17262.43
2026-01-15 23:30:06,Wacom Drawing Tablet,37099.67
2025-09-07 23:30:06,Timex Weekender Watch,36215.61
2026-01-29 23:30:06,Apple Watch Series 9,7149.32
2025-10-05 23:30:06,Boxing Gloves Professional,3498.08
2025-12-19 23:30:06,Under Armour Sports Backpack,62039.3
2025-11-01 23:30:06,Adidas Ultraboost 22 Sneakers,68433.52
2026-01-21 23:30:06,HP DeskJet Printer,30094.51
2025-08-21 23:30:06,Fitbit Charge 5 Tracker,66073.03
2025-08-15 23:30:06,Sapiens: A Brief History,66031.93
2026-01-19 23:30:06,Wacom Drawing Tablet,38403.85
2025-11-26 23:30:06,Philips Air Fryer XXL,47586.06
2026-01-04 23:30:06,Roomba i7+ Robot Vacuum,59374.0
2025-08-20 23:30:06,Apple iPhone 15 Pro Max 256GB,70920.02
2025-08-17 23:30:06,Nike Air Max 270 Running Shoes,1872.93
2025-08-31 23:30:06,Dumbbells Set 20kg,34529.18
2025-08-18 23:30:06,Philips Air Fryer XXL,45298.93
2025-12-20 23:30:06,Gym Gloves Training,20032.72
2026-01-25 23:30:06,Canon EOS R6 Camera,67919.18
2025-09-13 23:30:06,Apple iPhone 15 Pro Max 256GB,71687.73
2025-12-28 23:30:06,KitchenAid Stand Mixer,43182.41
2025-10-15 23:30:06,Bose QuietComfort Earbuds II,33516.02
2026-01-16 23:30:06,Fitbit Charge 5 Tracker,75241.59
